entity	raw_type	final_type	type_source	notes
GLIS3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GLO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLP1R	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLP2R	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLRA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLRA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLRA3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLRB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GLT6D1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLT8D1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GLTP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLUD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GLUD2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GLUL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLYAT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLYATL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLYATL2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GLYCAM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GMCL2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GMIP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GMNN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GMPR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GMPR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNA11	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNA12	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNA13	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNA14	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAI1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAI2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAI3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAQ	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNAZ	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNB1L	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNB3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNB4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNB5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNG11	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNG5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNG7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNMT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GNPAT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNPDA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GNPDA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNPNAT1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNPTAB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNRH1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GNRHR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GNRHR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GNS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOLGA4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOLGA5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOLGB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOLIM4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOLM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOPC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GORAB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOSR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GOT1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GOT2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GP1BA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GP1BB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GP9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPAM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPBAR1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPC2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPC3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPC4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPC6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPD2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPER1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPHA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPHN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPI	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPIHBP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPM6A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPNMB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR101	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR12	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPR150	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR153	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR155	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR158	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR18	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPR180	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR182	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR183	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR27	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR35	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPR37	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR45	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR50	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR55	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPR65	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR78	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPR87	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPRC5A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPRC5D	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPS1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPSM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPT2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPX1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GPX2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPX3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GPX4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRB10	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRB14	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRB7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GREB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GREM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRHPR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRIA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIA3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIA4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRID1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRID2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRIK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIK3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIK4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIK5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN2A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN2B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN2C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN2D	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRIN3B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRK3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRK6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRK7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GRM6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRM8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRPEL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRPR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GRWD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSDMB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSDME	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSE1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSK3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSK3B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSKIP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSTA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSTA4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTCD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSTM2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTM3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTM5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTO2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSTT1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTT2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GSTZ1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GSX2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTF2A1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTF2B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTF2I	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTF3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTPBP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GTSE1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GUCD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GUCY1A1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GUCY1A2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GUCY2C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
GUCY2D	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GUCY2F	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GUF1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GUSB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GYG1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GYPA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GYPB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GYPC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GYPE	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GYS2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
GZMB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
Gabapentin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gabapentin enacarbil	drug	Drug	raw_json	context_agree:valid_test_candidate
Galantamine	drug	Drug	raw_json	context_agree:valid_test_candidate
Galcanezumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Galsulfase	drug	Drug	raw_json	context_agree:valid_test_candidate
Ganciclovir	drug	Drug	raw_json	context_agree:valid_test_candidate
Garenoxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gatifloxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gaucher disease	disease	Disease	raw_json	context_agree:split_relation_tail
Gefitinib	drug	Drug	raw_json	context_agree:valid_test_candidate
Gemcitabine	drug	Drug	raw_json	context_agree:valid_test_candidate
Gemfibrozil	drug	Drug	raw_json	context_agree:valid_test_candidate
Gemifloxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gemigliptin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gemtuzumab ozogamicin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gepirone	drug	Drug	raw_json	context_agree:valid_test_candidate
Gilteritinib	drug	Drug	raw_json	context_agree:valid_test_candidate
Gimeracil	drug	Drug	raw_json	context_agree:valid_test_candidate
Givosiran	drug	Drug	raw_json	context_agree:valid_test_candidate
Glanzmann thrombasthenia	disease	Disease	raw_json	context_agree:split_relation_tail
Glasdegib	drug	Drug	raw_json	context_agree:valid_test_candidate
Glecaprevir	drug	Drug	raw_json	context_agree:valid_test_candidate
Glibornuride	drug	Drug	raw_json	context_agree:valid_test_candidate
Gliclazide	drug	Drug	raw_json	context_agree:valid_test_candidate
Glimepiride	drug	Drug	raw_json	context_agree:valid_test_candidate
Glipizide	drug	Drug	raw_json	context_agree:valid_test_candidate
Gliquidone	drug	Drug	raw_json	context_agree:valid_test_candidate
Glisoxepide	drug	Drug	raw_json	context_agree:valid_test_candidate
Gluconolactone	drug	Drug	raw_json	context_agree:valid_test_candidate
Glutethimide	drug	Drug	raw_json	context_agree:valid_test_candidate
Glyburide	drug	Drug	raw_json	context_agree:valid_test_candidate
Glycerin	drug	Drug	raw_json	context_agree:valid_test_candidate
Glycerol phenylbutyrate	drug	Drug	raw_json	context_agree:valid_test_candidate
Glycine	drug	Drug	raw_json	context_agree:valid_test_candidate
Golimumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Golodirsen	drug	Drug	raw_json	context_agree:valid_test_candidate
Gonadorelin	drug	Drug	raw_json	context_agree:valid_test_candidate
Goserelin	drug	Drug	raw_json	context_agree:valid_test_candidate
Gramicidin D	drug	Drug	raw_json	context_agree:valid_test_candidate
Graves disease		Disease	context_override_missing_raw	expected_from=split_relation_tail
Grazoprevir	drug	Drug	raw_json	context_agree:valid_test_candidate
Grepafloxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
Griseofulvin	drug	Drug	raw_json	context_agree:valid_test_candidate
Guaiacol	drug	Drug	raw_json	context_agree:valid_test_candidate
Guaifenesin	drug	Drug	raw_json	context_agree:valid_test_candidate
Guanabenz	drug	Drug	raw_json	context_agree:valid_test_candidate
Guanadrel	drug	Drug	raw_json	context_agree:valid_test_candidate
Guanethidine	drug	Drug	raw_json	context_agree:valid_test_candidate
Guanfacine	drug	Drug	raw_json	context_agree:valid_test_candidate
Guanidine	drug	Drug	raw_json	context_agree:valid_test_candidate
H1-0	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H1-2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H1-4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H1-5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H19	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2AC21	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2AC8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2AX	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2BC12	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2BC14	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2BC4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H2BC8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H3-3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H3-4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H3C2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H4C1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H4C8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
H6PD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HABP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HACE1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HACL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HADH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HADHA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HADHB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAGH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAMP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAND2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAO2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAPLN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAPLN4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HARS1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAT1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAUS6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAVCR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HAX1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HBA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HBA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HBB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HBB-LCR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HBD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HBEGF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HBG1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HBG2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCAR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HCAR3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HCFC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCG9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCK	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HCLS1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCN4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCRT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HCRTR1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HCRTR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC10	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC11	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDAC9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
HDC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HDGF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HDLBP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HEATR9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HEBP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HECTD4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HELLS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HELQ	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HEPACAM2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HEPH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HER2 positive breast carcinoma	disease	Disease	raw_json	context_agree:split_relation_tail
HERC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
HERC2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
